,#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
185,186,Gautam Buddh Nagar,13.0,GEN,Uttar Pradesh,Dr.Mahesh Sharma,Bharatiya Janta Party,1986117.0,1199238.0,60.4,280212.0,23.4
186,187,Gaya,38.0,SC,Bihar,Hari Manjhi,Bharatiya Janta Party,1500751.0,809378.0,53.9,115504.0,14.3
187,188,Ghatal,32.0,GEN,West Bengal,Adhikari Deepak (DEV),All India Trinamool Congress,1610489.0,1366709.0,84.9,260891.0,19.1
188,189,Ghaziabad,12.0,GEN,Uttar Pradesh,Vijay Kumar Singh,Bharatiya Janta Party,2357546.0,1342320.0,56.9,567260.0,42.3
189,190,Ghazipur,75.0,GEN,Uttar Pradesh,Manoj Sinha,Bharatiya Janta Party,1801519.0,986673.0,54.8,32452.0,3.3
190,191,Ghosi,70.0,GEN,Uttar Pradesh,Harinarayan Rajbhar,Bharatiya Janta Party,1891113.0,1039656.0,55.0,146015.0,14.0
191,192,Giridih,6.0,GEN,Jharkhand,Ravindra Kumar Pandey,Bharatiya Janta Party,1515137.0,969997.0,64.0,40313.0,4.2
192,193,Godda,3.0,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,1590628.0,1049442.0,66.0,60682.0,5.8
193,194,Gonda,59.0,GEN,Uttar Pradesh,Kirti Vardhan Singh,Bharatiya Janta Party,1710827.0,873732.0,51.1,160416.0,18.4
194,195,Gopalganj,17.0,SC,Bihar,Janak Ram,Bharatiya Janta Party,1652767.0,903583.0,54.7,286936.0,31.8
195,196,Gorakhpur,64.0,GEN,Uttar Pradesh,Adityanath,Bharatiya Janta Party,1904498.0,1040199.0,54.6,312783.0,30.1
196,197,Gulbarga,5.0,SC,Karnataka,Mallikarjun Kharge,Indian National Congress,1721990.0,997638.0,57.9,74733.0,7.5
197,198,Guna,4.0,GEN,Madhya Pradesh,Jyotiraditya M Scindia,Indian National Congress,1605619.0,976629.0,60.8,120792.0,12.4
198,199,Guntur,8.0,GEN,Andhra Pradesh,Jayadev Galla,Telugu Desam,1572016.0,1244926.0,79.2,69111.0,5.6
199,200,Gurdaspur,1.0,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,1500337.0,1042699.0,69.5,136065.0,13.0
200,201,Gurgaon,9.0,GEN,Haryana,Inderjit Singh Rao,Bharatiya Janta Party,1845623.0,1320619.0,71.6,274722.0,20.8
201,202,Gwalior,3.0,GEN,Madhya Pradesh,Narendra Singh Tomar,Bharatiya Janta Party,1877003.0,990912.0,52.8,29699.0,3.0
202,203,Hajipur,21.0,SC,Bihar,Ramvilas Paswan,Lok Jan Shakti Party,1649547.0,904753.0,54.9,225500.0,24.9
203,204,Hamirpur,3.0,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,1247699.0,835205.0,66.9,98403.0,11.8
204,205,Hamirpur,47.0,GEN,Uttar Pradesh,Kunwar Pushpendra Singh Chandel,Bharatiya Janta Party,1737993.0,975240.0,56.1,266788.0,27.4
205,206,Hardoi,31.0,SC,Uttar Pradesh,Anshul Verma,Bharatiya Janta Party,1714387.0,972894.0,56.8,81343.0,8.4
206,207,Hardwar,5.0,GEN,Uttarakhand,Ramesh Pokhriyal Nishank,Bharatiya Janta Party,1642873.0,1175692.0,71.6,177822.0,15.1
207,208,Hassan,16.0,GEN,Karnataka,H.D. Devegowda,Janata Dal (Secular),1561336.0,1147172.0,73.5,100462.0,8.8
208,209,Hathras,16.0,SC,Uttar Pradesh,Rajesh Kumar Diwaker,Bharatiya Janta Party,1758927.0,1049273.0,59.7,326386.0,31.1
209,210,Hatkanangle,48.0,GEN,Maharashtra,Raju Shetty,Swabhimani Paksha,1630598.0,1188871.0,72.9,177810.0,15.0
210,211,Haveri,10.0,GEN,Karnataka,Udasi Shivakumar Channabasappa,Bharatiya Janta Party,1558749.0,1115968.0,71.6,87571.0,7.8
211,212,Hazaribagh,14.0,GEN,Jharkhand,Jayant Sinha,Bharatiya Janta Party,1518831.0,967152.0,63.7,159128.0,16.5
212,213,Hindupur,9.0,GEN,Andhra Pradesh,Kristappa Nimmala,Telugu Desam,1446503.0,1177257.0,81.4,97325.0,8.3
213,214,Hingoli,15.0,GEN,Maharashtra,Rajeev Shankarrao Satav,Indian National Congress,1586194.0,1051164.0,66.3,1632.0,0.2
214,215,Hisar,4.0,GEN,Haryana,Dushyant Chautala,Indian National Lok Dal,1517606.0,1155914.0,76.2,31847.0,2.8
215,216,Hooghly,28.0,GEN,West Bengal,Dr. Ratna De (NAG),All India Trinamool Congress,1630042.0,1348870.0,82.8,189084.0,14.0
216,217,Hoshangabad,17.0,GEN,Madhya Pradesh,Uday Pratap Singh,Bharatiya Janta Party,1568127.0,1031175.0,65.8,389960.0,37.8
217,218,Hoshiarpur,5.0,SC,Punjab,Vijay Sampla,Bharatiya Janta Party,1485286.0,961297.0,64.7,13582.0,1.4
218,219,Howrah,25.0,GEN,West Bengal,Prasun Banerjee,All India Trinamool Congress,1505099.0,1125399.0,74.8,196956.0,17.5
219,220,Hyderabad,9.0,GEN,Telangana,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimeen,1823664.0,971421.0,53.3,202454.0,20.8
220,221,Idukki,13.0,GEN,Kerala,Adv.Joice George,Independent,1158735.0,819766.0,70.8,50542.0,6.2
221,222,Indore,26.0,GEN,Madhya Pradesh,Sumitra Mahajan (TAI),Bharatiya Janta Party,2115303.0,1316817.0,62.3,466901.0,35.5
222,223,Inner Manipur,1.0,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,855359.0,640871.0,74.9,94674.0,14.8
223,224,Jabalpur,13.0,GEN,Madhya Pradesh,Rakesh Singh,Bharatiya Janta Party,1711683.0,1002184.0,58.6,208639.0,20.8
224,225,Jadavpur,22.0,GEN,West Bengal,Sugata Bose,All India Trinamool Congress,1595746.0,1272362.0,79.7,125203.0,9.8
225,226,Jagatsinghpur,16.0,SC,Orissa,Kulamani Samal,Biju Janata Dal,1499673.0,1131932.0,75.5,276394.0,24.4
226,227,Jahanabad,36.0,GEN,Bihar,Dr. Arun Kumar,Rashtriya Lok Samta Party,1423246.0,811516.0,57.0,42340.0,5.2
227,228,Jaipur,7.0,GEN,Rajasthan,Ramcharan Bohara,Bharatiya Janta Party,1957818.0,1296806.0,66.2,539345.0,41.6
228,229,Jaipur Rural,6.0,GEN,Rajasthan,Rajyavardhan Singh Rathore,Bharatiya Janta Party,1699462.0,1013691.0,59.7,332896.0,32.8
229,230,Jajpur,8.0,SC,Orissa,Rita Tarai,Biju Janata Dal,1303733.0,980435.0,75.2,320271.0,32.7
230,231,Jalandhar,4.0,SC,Punjab,Santokh Singh Chaudhary,Indian National Congress,1551497.0,1040762.0,67.1,70981.0,6.8
231,232,Jalaun,45.0,SC,Uttar Pradesh,Bhanu Pratap Singh Verma,Bharatiya Janta Party,1903332.0,1109166.0,58.3,287202.0,25.9
232,233,Jalgaon,3.0,GEN,Maharashtra,A.T. Nana Patil,Bharatiya Janta Party,1707933.0,990332.0,58.0,383525.0,38.7
233,234,Jalna,18.0,GEN,Maharashtra,Danve Raosaheb Dadarao,Bharatiya Janta Party,1612054.0,1066259.0,66.1,206798.0,19.4
234,235,Jalore,18.0,GEN,Rajasthan,Devji Patel,Bharatiya Janta Party,1824968.0,1087272.0,59.6,381145.0,35.1
235,236,Jalpaiguri,3.0,SC,West Bengal,Bijoy Chandra Barman,All India Trinamool Congress,1531469.0,1302117.0,85.0,69606.0,5.3
236,237,Jammu,6.0,GEN,Jammu & Kashmir,Jugal Kishore,Bharatiya Janta Party,1848155.0,1253593.0,67.8,257280.0,20.5
237,238,Jamnagar,12.0,GEN,Gujarat,Poonamben Hematbhai Maadam,Bharatiya Janta Party,1470952.0,852643.0,58.0,175289.0,20.6
238,239,Jamshedpur,9.0,GEN,Jharkhand,Bidyut Baran Mahato,Bharatiya Janta Party,1581665.0,1049140.0,66.3,99876.0,9.5
239,240,Jamui,40.0,SC,Bihar,Chirag Kumar Paswan,Lok Jan Shakti Party,1550936.0,775639.0,50.0,85947.0,11.1
240,241,Jangipur,9.0,GEN,West Bengal,Abhijit Mukherjee,Indian National Congress,1391656.0,1119084.0,80.4,8161.0,0.7
241,242,Janjgir-Champa,3.0,SC,Chhattisgarh,Kamla Patle,Bharatiya Janta Party,1737532.0,1073347.0,61.8,174961.0,16.3
242,243,Jaunpur,73.0,GEN,Uttar Pradesh,Krishna Pratap 'k.P.',Bharatiya Janta Party,1848842.0,1007143.0,54.5,146310.0,14.5
243,244,Jhalawar-Baran,25.0,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1669842.0,1146364.0,68.7,281546.0,24.6
244,245,Jhanjharpur,7.0,GEN,Bihar,Birendra Kumar Chaudhary,Bharatiya Janta Party,1650753.0,941249.0,57.0,55408.0,5.9
245,246,Jhansi,46.0,GEN,Uttar Pradesh,Uma Bharati,Bharatiya Janta Party,1932015.0,1320804.0,68.4,190467.0,14.4
246,247,Jhargram,33.0,ST,West Bengal,Uma Saren,All India Trinamool Congress,1475112.0,1257613.0,85.3,347883.0,27.7
247,248,Jhunjhunu,4.0,GEN,Rajasthan,Santosh Ahlawat,Bharatiya Janta Party,1696788.0,1006465.0,59.3,233835.0,23.2
248,249,Jodhpur,16.0,GEN,Rajasthan,Gajendrasingh Shekhawat,Bharatiya Janta Party,1727363.0,1078598.0,62.4,410051.0,38.0
249,250,Jorhat,12.0,GEN,Assam,Kamakhya Prasad Tasa,Bharatiya Janta Party,1234448.0,931336.0,75.5,102420.0,11.0
250,251,Joynagar,19.0,SC,West Bengal,Pratima Mondal,All India Trinamool Congress,1458724.0,1186052.0,81.3,108384.0,9.1
251,252,Junagadh,13.0,GEN,Gujarat,Chudasama Rajeshbhai Naranbhai,Bharatiya Janta Party,1485543.0,941378.0,63.4,135832.0,14.4
252,253,Kachchh,1.0,SC,Gujarat,Chavda Vinod Lakhamashi,Bharatiya Janta Party,1533782.0,946240.0,61.7,254482.0,26.9
253,254,Kadapa,10.0,GEN,Andhra Pradesh,Y.S. Avinash Reddy,Yuvajana Sramika Rythu Congress Party,1550579.0,1200662.0,77.4,190323.0,15.9
254,255,Kairana,2.0,GEN,Uttar Pradesh,Hukum Singh,Bharatiya Janta Party,1531755.0,1119324.0,73.1,236828.0,21.2
255,256,Kaiserganj,57.0,GEN,Uttar Pradesh,Brij Bhusan Sharan Singh,Bharatiya Janta Party,1711967.0,943357.0,55.1,78218.0,8.3
256,257,Kakinada,11.0,GEN,Andhra Pradesh,Thota Narasimham,Telugu Desam,1418290.0,1099999.0,77.6,3431.0,0.3
257,258,Kalahandi,11.0,GEN,Orissa,Arka Keshari Deo,Biju Janata Dal,1474135.0,1117536.0,75.8,56347.0,5.0
258,259,Kaliabor,11.0,GEN,Assam,Gourav Gogoi,Indian National Congress,1457865.0,1166490.0,80.0,93874.0,8.0
259,260,Kallakurichi,14.0,GEN,Tamil Nadu,Kamaraj. K,All India Anna Dravida Munnetra Kazhagam,1412499.0,1107241.0,78.4,223507.0,20.2
260,261,Kalyan,24.0,GEN,Maharashtra,Dr.Shrikant Eknath Shinde,Shiv Sena,1922046.0,824196.0,42.9,250749.0,30.4
261,262,Kancheepuram,6.0,SC,Tamil Nadu,Maragatham K,All India Anna Dravida Munnetra Kazhagam,1480123.0,1128399.0,76.2,146866.0,13.0
262,263,Kandhamal,13.0,GEN,Orissa,Hemendra Chandra Singh,Biju Janata Dal,1143602.0,839415.0,73.4,181017.0,21.6
263,264,Kangra,1.0,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,1258601.0,799445.0,63.5,170072.0,21.3
264,265,Kanker,11.0,ST,Chhattisgarh,Vikram Dev Usendi,Bharatiya Janta Party,1447774.0,1016943.0,70.2,35158.0,3.5
265,266,Kannauj,42.0,GEN,Uttar Pradesh,Dimple Yadav,Samajwadi Party,1808889.0,1114460.0,61.6,19907.0,1.8
266,267,Kanniyakumari,39.0,GEN,Tamil Nadu,Radhakrishnan P.,Bharatiya Janta Party,1467796.0,990742.0,67.5,128662.0,13.0
267,268,Kannur,2.0,GEN,Kerala,P K Sreemathi Teacher,Communist Party Of India (Marxist),1170266.0,947117.0,80.9,6566.0,0.7
268,269,Kanpur,43.0,GEN,Uttar Pradesh,Dr.Murli Manohar Joshi,Bharatiya Janta Party,1611248.0,835079.0,51.8,222946.0,26.7
269,270,Kanthi,31.0,GEN,West Bengal,Adhikari Sisir Kumar,All India Trinamool Congress,1490409.0,1290811.0,86.6,229490.0,17.8
270,271,Karakat,35.0,GEN,Bihar,Upendra Kushwaha,Rashtriya Lok Samta Party,1569989.0,789927.0,50.3,105241.0,13.3
271,272,Karauli-Dholpur,10.0,SC,Rajasthan,Manoj Rajoria,Bharatiya Janta Party,1549662.0,845941.0,54.6,27216.0,3.2
272,273,Karimganj,1.0,SC,Assam,Radheshyam Biswas,All India United Democratic Front,1165997.0,886920.0,76.1,102094.0,11.5
273,274,Karimnagar,3.0,GEN,Telangana,Vinod Kumar Boinapally,Telangana Rashtra Samithi,1550834.0,1125691.0,72.6,205077.0,18.2
274,275,Karnal,5.0,GEN,Haryana,Ashwini Kumar,Bharatiya Janta Party,1684321.0,1193500.0,70.9,360147.0,30.2
275,276,Karur,23.0,GEN,Tamil Nadu,"Thambidurai,m.",All India Anna Dravida Munnetra Kazhagam,1298322.0,1046534.0,80.6,195247.0,18.7
276,277,Kasaragod,1.0,GEN,Kerala,P Karunakaran,Communist Party Of India (Marxist),1243730.0,974215.0,78.3,6921.0,0.7
277,278,Katihar,11.0,GEN,Bihar,Tariq Anwar,Nationalist Congress Party,1446478.0,977830.0,67.6,114740.0,11.7
278,279,Kaushambi,50.0,SC,Uttar Pradesh,Vinod Kumar Sonkar,Bharatiya Janta Party,1738994.0,910038.0,52.3,42847.0,4.7
279,280,Kendrapara,15.0,GEN,Orissa,Baijayant Panda,Biju Janata Dal,1555444.0,1140999.0,73.4,209108.0,18.3
280,281,Keonjhar,4.0,ST,Orissa,Sakuntala Laguri,Biju Janata Dal,1346683.0,1083869.0,80.5,157317.0,14.5
281,282,Khadoor Sahib,3.0,GEN,Punjab,Ranjit Singh Brahmpura,Shiromani Akali Dal,1563256.0,1040518.0,66.6,100569.0,9.7
282,283,Khagaria,25.0,GEN,Bihar,Choudhary Mahboob Ali Kaiser,Lok Jan Shakti Party,1492068.0,896231.0,60.1,76003.0,8.5
283,284,Khajuraho,8.0,GEN,Madhya Pradesh,Nagendra Singh,Bharatiya Janta Party,1702794.0,874477.0,51.4,247490.0,28.3
284,285,Khammam,17.0,GEN,Telangana,Ponguleti Srinivasa Reddy,Yuvajana Sramika Rythu Congress Party,1440289.0,1182897.0,82.1,11974.0,1.0
285,286,Khandwa,28.0,GEN,Madhya Pradesh,Nandkumar Singh Chouhan (NANDU BHAIYA),Bharatiya Janta Party,1759410.0,1257327.0,71.5,259714.0,20.7
286,287,Khargone,27.0,ST,Madhya Pradesh,Subhash Patel,Bharatiya Janta Party,1703271.0,1152525.0,67.7,257879.0,22.4
287,288,Kheda,17.0,GEN,Gujarat,Chauhan Devusinh Jesingbhai (CHAUHAN DEVUSINH),Bharatiya Janta Party,1599476.0,955906.0,59.8,232901.0,24.4
288,289,Kheri,28.0,GEN,Uttar Pradesh,Ajay Kumar,Bharatiya Janta Party,1679466.0,1077868.0,64.2,110274.0,10.2
289,290,Khunti,11.0,ST,Jharkhand,Karia Munda,Bharatiya Janta Party,1111852.0,736955.0,66.3,92248.0,12.5
290,291,Kishanganj,10.0,GEN,Bihar,Mohammad Asrarul Haque,Indian National Congress,1438990.0,928490.0,64.5,194612.0,21.0
291,292,Kodarma,5.0,GEN,Jharkhand,Ravindra Kr. Ray,Bharatiya Janta Party,1639629.0,1024906.0,62.5,98654.0,9.6
292,293,Kokrajhar,5.0,ST,Assam,Naba Kumar Sarania (HIRA),Independent,1505476.0,1223869.0,81.3,355779.0,29.1
293,294,Kolar,28.0,SC,Karnataka,K.H.Muniyappa,Indian National Congress,1492975.0,1127323.0,75.5,47850.0,4.2
294,295,Kolhapur,47.0,GEN,Maharashtra,Dhananjay Bhimrao Mahadik,Nationalist Congress Party,1758300.0,1260289.0,71.7,33259.0,2.6
295,296,Kolkata Dakshin,23.0,GEN,West Bengal,Subrata Bakshi,All India Trinamool Congress,1685296.0,1167979.0,69.3,136339.0,11.7
296,297,Kolkata Uttar,24.0,GEN,West Bengal,Sudip Bandyopadhyay,All India Trinamool Congress,1433985.0,955778.0,66.7,96226.0,10.1
297,298,Kollam,18.0,GEN,Kerala,N.K.Premachandran,Revolutionary Socialist Party,1219415.0,879056.0,72.1,37649.0,4.3
298,299,Koppal,8.0,GEN,Karnataka,Karadi Sanganna Amarappa,Bharatiya Janta Party,1535105.0,1006508.0,65.6,32414.0,3.2
299,300,Koraput,21.0,ST,Orissa,Jhina Hikaka,Biju Janata Dal,1300437.0,989444.0,76.1,19328.0,2.0
300,301,Korba,4.0,GEN,Chhattisgarh,Dr. Banshilal Mahto,Bharatiya Janta Party,1419610.0,1052720.0,74.2,4265.0,0.4
301,302,Kota,24.0,GEN,Rajasthan,Om Birla,Bharatiya Janta Party,1744539.0,1154960.0,66.2,200782.0,17.4
302,303,Kottayam,14.0,GEN,Kerala,Jose K. Mani,Kerala Congress(M),1161463.0,831636.0,71.6,120599.0,14.5
303,304,Kozhikode,5.0,GEN,Kerala,M .K Raghavan,Indian National Congress,1182484.0,943009.0,79.8,16883.0,1.8
304,305,Krishnagiri,9.0,GEN,Tamil Nadu,Ashok Kumar.K,All India Anna Dravida Munnetra Kazhagam,1379957.0,1068391.0,77.4,206591.0,19.3
305,306,Krishnanagar,12.0,GEN,West Bengal,Tapas Paul,All India Trinamool Congress,1476783.0,1247914.0,84.5,71255.0,5.7
306,307,Kurnool,12.0,GEN,Andhra Pradesh,Butta Renuka,Yuvajana Sramika Rythu Congress Party,1481807.0,1065732.0,71.9,44131.0,4.1
307,308,Kurukshetra,2.0,GEN,Haryana,Raj Kumar Saini,Bharatiya Janta Party,1498459.0,1135892.0,75.8,129736.0,11.4
308,309,Kushi Nagar,65.0,GEN,Uttar Pradesh,Rajesh Pandey Urf Guddu,Bharatiya Janta Party,1680992.0,950445.0,56.5,85540.0,9.0
309,310,Ladakh,4.0,GEN,Jammu & Kashmir,Thupstan Chhewang,Bharatiya Janta Party,166763.0,118029.0,70.8,36.0,0.0
310,311,Lakhimpur,14.0,GEN,Assam,Sarbananda Sonowal,Bharatiya Janta Party,1430994.0,1111975.0,77.7,292138.0,26.3
311,312,Lakshadweep,1.0,ST,Lakshadweep,Mohammed Faizal P.P.,Nationalist Congress Party,49922.0,43239.0,86.6,1535.0,3.6
312,313,Lalganj,68.0,SC,Uttar Pradesh,Neelam Sonkar,Bharatiya Janta Party,1661483.0,898655.0,54.1,63086.0,7.0
313,314,Latur,41.0,SC,Maharashtra,Dr. Sunil Baliram Gaikwad,Bharatiya Janta Party,1682607.0,1057156.0,62.8,253395.0,24.0
314,315,Lohardaga,12.0,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,1119144.0,651460.0,58.2,6489.0,1.0
315,316,Lucknow,35.0,GEN,Uttar Pradesh,Raj Nath Singh,Bharatiya Janta Party,1949956.0,1033783.0,53.0,272749.0,26.4
316,317,Ludhiana,7.0,GEN,Punjab,Ravneet Singh Bittu,Indian National Congress,1561201.0,1100457.0,70.5,19709.0,1.8
317,318,Machhlishahr,74.0,SC,Uttar Pradesh,Ram Charitra Nishad,Bharatiya Janta Party,1891969.0,997902.0,52.7,172155.0,17.3
318,319,Machilipatnam,13.0,GEN,Andhra Pradesh,Konakalla Narayana Rao,Telugu Desam,1369311.0,1141065.0,83.3,81057.0,7.1
319,320,Madha,43.0,GEN,Maharashtra,Mohite Patil Vijaysinh Shankarrao,Nationalist Congress Party,1727308.0,1079619.0,62.5,25344.0,2.3
320,321,Madhepura,13.0,GEN,Bihar,Rajesh Ranjan @ Pappu Yadav,Rashtriya Janata Dal,1725578.0,1034799.0,60.0,56209.0,5.4
321,322,Madhubani,6.0,GEN,Bihar,Hukm Deo Narayan Yadav,Bharatiya Janta Party,1627969.0,860453.0,52.9,20535.0,2.4
322,323,Madurai,32.0,GEN,Tamil Nadu,R.Gopalakrishnan,All India Anna Dravida Munnetra Kazhagam,1441434.0,978346.0,67.9,197436.0,20.2
323,324,Mahabubabad,16.0,ST,Telangana,Prof. Azmeera Seetaram Naik,Telangana Rashtra Samithi,1387343.0,1124370.0,81.0,34992.0,3.1
324,325,Maharajganj,63.0,GEN,Uttar Pradesh,Pankaj,Bharatiya Janta Party,1743131.0,1056078.0,60.6,240458.0,22.8
325,326,Maharajganj,19.0,GEN,Bihar,Janardan Singh Sigriwal,Bharatiya Janta Party,1644524.0,846654.0,51.5,38415.0,4.5
326,327,Mahasamund,9.0,GEN,Chhattisgarh,Chandu Lal Sahu (CHANDU BHAIYA),Bharatiya Janta Party,1515747.0,1131209.0,74.6,1217.0,0.1
327,328,Mahbubnagar,11.0,GEN,Telangana,Ap Jithender Reddy,Telangana Rashtra Samithi,1418672.0,1014800.0,71.5,2590.0,0.3
328,329,Mahesana,4.0,GEN,Gujarat,Patel Jayshreeben Kanubhai,Bharatiya Janta Party,1498219.0,1004258.0,67.0,208891.0,20.8
329,330,Mainpuri,21.0,GEN,Uttar Pradesh,Mulayam Singh Yadav,Samajwadi Party,1653065.0,999265.0,60.5,364666.0,36.5
330,331,Malappuram,6.0,GEN,Kerala,E. Ahamed,Indian Union Muslim League,1198444.0,853467.0,71.2,194739.0,22.8
331,332,Maldaha Dakshin,8.0,GEN,West Bengal,Abu Hasem Khan Chowdhury,Indian National Congress,1347143.0,1092407.0,81.1,164111.0,15.0
332,333,Maldaha Uttar,7.0,GEN,West Bengal,Mausam Noor,Indian National Congress,1425428.0,1162985.0,81.6,65705.0,5.6
333,334,Malkajgiri,7.0,GEN,Telangana,Ch.Malla Reddy,Telugu Desam,3183325.0,1620397.0,50.9,28371.0,1.8
334,335,Mandi,2.0,GEN,Himachal Pradesh,Ram Swaroop Sharma,Bharatiya Janta Party,1150408.0,726094.0,63.1,39856.0,5.5
335,336,Mandla,14.0,ST,Madhya Pradesh,Faggan Singh Kulaste,Bharatiya Janta Party,1824424.0,1218518.0,66.8,110469.0,9.1
336,337,Mandsour,23.0,GEN,Madhya Pradesh,Sudhir Gupta,Bharatiya Janta Party,1626571.0,1161349.0,71.4,303649.0,26.1
337,338,Mandya,20.0,GEN,Karnataka,C.S.Puttaraju,Janata Dal (Secular),1669262.0,1192638.0,71.5,5518.0,0.5
338,339,Mangaldoi,8.0,GEN,Assam,Ramen Deka,Bharatiya Janta Party,1515676.0,1233237.0,81.4,22884.0,1.9
339,340,Mathura,17.0,GEN,Uttar Pradesh,Hema Malini,Bharatiya Janta Party,1682260.0,1076868.0,64.0,330743.0,30.7
340,341,Mathurapur,20.0,SC,West Bengal,Choudhury Mohan Jatua,All India Trinamool Congress,1488784.0,1265531.0,85.0,138436.0,10.9
341,342,Maval,33.0,GEN,Maharashtra,Appa Alias Shrirang Chandu Barne,Shiv Sena,1953741.0,1174335.0,60.1,157397.0,13.4
342,343,Mavelikara,16.0,SC,Kerala,Kodikunnil Suresh,Indian National Congress,1252668.0,889060.0,71.0,32737.0,3.7
343,344,Mayiladuthurai,28.0,GEN,Tamil Nadu,Bharathi Mohan R.K,All India Anna Dravida Munnetra Kazhagam,1350318.0,1025538.0,76.0,277050.0,27.0
344,345,Mayurbhanj,5.0,ST,Orissa,Rama Chandra Hansdah,Biju Janata Dal,1327555.0,1053399.0,79.4,122866.0,11.7
345,346,Medak,6.0,GEN,Telangana,Kalvakuntla Chandrasekhar Rao,Telangana Rashtra Samithi,1536715.0,1191096.0,77.5,397029.0,33.3
346,347,Medinipur,34.0,GEN,West Bengal,Sandhya Roy,All India Trinamool Congress,1499673.0,1260032.0,84.0,184666.0,14.7
347,348,Meerut,10.0,GEN,Uttar Pradesh,Rajendra Agarwal,Bharatiya Janta Party,1764388.0,1113384.0,63.1,232326.0,20.9
348,349,Mirzapur,79.0,GEN,Uttar Pradesh,Anupriya Singh Patel,Apna Dal,1720661.0,1007627.0,58.6,219079.0,21.7
349,350,Misrikh,32.0,SC,Uttar Pradesh,Anju Bala,Bharatiya Janta Party,1725585.0,998314.0,57.9,87363.0,8.8
350,351,Mizoram,1.0,ST,Mizoram,C. L. Ruala,Indian National Congress,702170.0,433201.0,61.7,6154.0,1.4
351,352,Mohanlalganj,34.0,SC,Uttar Pradesh,Kaushal Kishore,Bharatiya Janta Party,1838194.0,1116588.0,60.7,145416.0,13.0
352,353,Moradabad,6.0,GEN,Uttar Pradesh,Kunwer Sarvesh Kumar,Bharatiya Janta Party,1772046.0,1127965.0,63.7,87504.0,7.8
353,354,Morena,1.0,GEN,Madhya Pradesh,Anoop Mishra,Bharatiya Janta Party,1702492.0,854279.0,50.2,132981.0,15.6
354,355,Mumbai North,26.0,GEN,Maharashtra,Gopal Chinayya Shetty,Bharatiya Janta Party,1783870.0,946562.0,53.1,446582.0,47.2
355,356,Mumbai North Central,29.0,GEN,Maharashtra,Poonam Mahajan Alias Poonam Vajendla Rao,Bharatiya Janta Party,1738894.0,845292.0,48.6,186771.0,22.1
356,357,Mumbai North East,28.0,GEN,Maharashtra,Kirit Somaiya,Bharatiya Janta Party,1668357.0,861761.0,51.7,317122.0,36.8
357,358,Mumbai North West,27.0,GEN,Maharashtra,Gajanan Chandrakant Kirtikar,Shiv Sena,1775428.0,895517.0,50.4,183028.0,20.4
358,359,Mumbai South,31.0,GEN,Maharashtra,Arvind Sawant,Shiv Sena,1485846.0,780715.0,52.5,128148.0,16.4
359,360,Mumbai South Central,30.0,GEN,Maharashtra,Rahul Ramesh Shewale,Shiv Sena,1447885.0,769060.0,53.1,138342.0,18.0
360,361,Munger,28.0,GEN,Bihar,Veena Devi,Lok Jan Shakti Party,1696546.0,914350.0,53.9,109084.0,11.9
361,362,Murshidabad,11.0,GEN,West Bengal,Badaruddoza Khan,Communist Party Of India (Marxist),1512098.0,1287763.0,85.2,18453.0,1.4
362,363,Muzaffarnagar,3.0,GEN,Uttar Pradesh,(DR.) SANJEEV KUMAR BALYAN,Bharatiya Janta Party,1588483.0,1107434.0,69.7,401150.0,36.2
363,364,Muzaffarpur,15.0,GEN,Bihar,Ajay Nishad,Bharatiya Janta Party,1551363.0,948887.0,61.2,222422.0,23.4
364,365,Mysore,21.0,GEN,Karnataka,Prathap Simha,Bharatiya Janta Party,1723134.0,1159594.0,67.3,31608.0,2.7
365,366,Nabarangpur,12.0,ST,Orissa,Balabhadra Majhi,Biju Janata Dal,1297210.0,1022172.0,78.8,2042.0,0.2
366,367,Nagaland,1.0,ST,Nagaland,Neiphiu Rio,Naga Peoples Front,1182948.0,1038910.0,87.8,400225.0,38.5
367,368,Nagapattinam,29.0,SC,Tamil Nadu,Gopal. Dr. K,All India Anna Dravida Munnetra Kazhagam,1210626.0,942202.0,77.8,106079.0,11.3
368,369,Nagarkurnool,12.0,SC,Telangana,Yellaiah Nandi,Indian National Congress,1477338.0,1108968.0,75.1,16676.0,1.5
369,370,Nagaur,14.0,GEN,Rajasthan,C R Choudhary,Bharatiya Janta Party,1678662.0,1004019.0,59.8,75218.0,7.5
370,371,Nagina,5.0,SC,Uttar Pradesh,Yashwant Singh,Bharatiya Janta Party,1493411.0,942196.0,63.1,92390.0,9.8
371,372,Nagpur,10.0,GEN,Maharashtra,Gadkari Nitin Jairam,Bharatiya Janta Party,1900787.0,1085058.0,57.1,284828.0,26.3
